,Open,High,Low,Close,Volume
2024-05-05,73.44433594271118,75.26679946988861,71.19692975579073,73.40438891937572,427088223.07851124
2024-05-06,73.41433135163118,75.23667720967671,71.16576706408944,73.37412480433943,426782743.2256956
2024-05-07,73.38432676055106,75.2065549494647,71.13460437238814,73.34386068930314,426477263.37288
2024-05-08,73.35432216947106,75.1764326892528,71.10344168068684,73.31359657426685,426171783.52006435
2024-05-09,73.32431757839106,75.14631042904091,71.07227898898554,73.28333245923056,425866303.6672487
2024-05-10,73.29431298731106,75.1161881688289,71.04111629728425,73.25306834419428,425560823.8144331
2024-05-11,73.26430839623106,75.086065908617,71.00995360558295,73.22280422915799,425255343.96161747
2024-05-12,73.23430380515106,75.0559436484051,70.97879091388154,73.1925401141217,424949864.10880184
2024-05-13,73.20429921407094,75.02582138819321,70.94762822218024,73.16227599908541,424644384.2559862
2024-05-14,73.17429462299094,74.9956991279812,70.91646553047894,73.13201188404912,424338904.40317154
2024-05-15,73.14429003191094,74.9655768677693,70.88530283877765,73.10174776901283,424033424.5503559
2024-05-16,73.11428544083094,74.9354546075574,70.85414014707635,73.07148365397654,423727944.6975403
2024-05-17,73.08428084975094,74.9053323473455,70.82297745537505,73.04121953894025,423422464.84472466
2024-05-18,73.05427625867094,74.8752100871335,70.79181476367376,73.01095542390397,423116984.991909
2024-05-19,73.02427166759094,74.8450878269216,70.76065207197246,72.98069130886768,422811505.1390934
2024-05-20,72.99426707651082,74.8149655667097,70.72948938027116,72.95042719383139,422506025.2862778
2024-05-21,72.96426248543082,74.78484330649769,70.69832668856986,72.9201630787951,422200545.43346214
2024-05-22,72.93425789435082,74.7547210462858,70.66716399686857,72.88989896375881,421895065.5806465
2024-05-23,72.90425330327082,74.7245987860739,70.63600130516727,72.85963484872252,421589585.7278309
2024-05-24,72.87424871219082,74.694476525862,70.60483861346597,72.82937073368623,421284105.87501526
2024-05-25,72.84424412111082,74.66435426564999,70.57367592176467,72.79910661864994,420978626.02219963
2024-05-26,72.8142395300307,74.6342320054381,70.54251323006338,72.76884250361366,420673146.169384
2024-05-27,72.7842349389507,74.6041097452262,70.51135053836208,72.73857838857737,420367666.3165684
2024-05-28,72.7542303478707,74.5739874850143,70.48018784666078,72.70831427354108,420062186.46375275
2024-05-29,72.7242257567907,74.54386522480229,70.44902515495949,72.67805015850479,419756706.6109371
2024-05-30,72.6942211657107,74.51374296459039,70.41786246325819,72.6477860434685,419451226.7581215
2024-05-31,72.6642165746307,74.4836207043785,70.38669977155689,72.61752192843221,419145746.90530586
2024-06-01,72.63421198355059,74.45349844416648,70.3555370798556,72.58725781339592,418840267.05249023
2024-06-02,72.60420739247058,74.42337618395459,70.3243743881543,72.55699369835963,418534787.1996746
2024-06-03,72.57420280139058,74.39325392374269,70.293211696453,72.52672958332334,418229307.346859
