,Open,High,Low,Close,Volume
2024-05-03,24.603444081140253,24.776848603002023,24.461501598183283,24.618370881395307,1706.93870382374
2024-05-04,24.60726084173224,24.780747044401863,24.465326733166215,24.622238016206026,1708.34156672905
2024-05-05,24.611077602324244,24.784645485801704,24.469151868149147,24.626105151016745,1709.7444296343638
2024-05-06,24.614894362916232,24.78854392720156,24.47297700313208,24.629972285827478,1711.1472925396774
2024-05-07,24.618711123508234,24.7924423686014,24.476802138114998,24.633839420638196,1712.5501554449875
2024-05-08,24.622527884100222,24.79634081000124,24.48062727309793,24.637706555448915,1713.9530183503011
2024-05-09,24.62634464469221,24.80023925140108,24.484452408080863,24.641573690259634,1715.3558812556112
2024-05-10,24.630161405284213,24.80413769280092,24.488277543063795,24.645440825070366,1716.7587441609248
2024-05-11,24.6339781658762,24.808036134200762,24.492102678046727,24.649307959881085,1718.1616070662385
2024-05-12,24.637794926468203,24.811934575600617,24.495927813029645,24.653175094691804,1719.5644699715485
2024-05-13,24.64161168706019,24.815833017000458,24.499752948012578,24.657042229502537,1720.9673328768622
2024-05-14,24.645428447652193,24.819731458400298,24.50357808299551,24.660909364313255,1722.3701957821759
2024-05-15,24.64924520824418,24.82362989980014,24.507403217978442,24.664776499123974,1723.773058687486
2024-05-16,24.653061968836184,24.82752834119998,24.511228352961375,24.668643633934693,1725.1759215927996
2024-05-17,24.656878729428172,24.83142678259982,24.515053487944293,24.672510768745425,1726.5787844981132
2024-05-18,24.66069549002016,24.835325223999675,24.518878622927225,24.676377903556144,1727.9816474034233
2024-05-19,24.664512250612162,24.839223665399516,24.522703757910158,24.680245038366863,1729.384510308737
2024-05-20,24.66832901120415,24.843122106799356,24.52652889289309,24.68411217317758,1730.7873732140506
2024-05-21,24.672145771796153,24.847020548199197,24.530354027876022,24.687979307988314,1732.1902361193606
2024-05-22,24.67596253238814,24.850918989599037,24.53417916285894,24.691846442799033,1733.5930990246743
2024-05-23,24.679779292980143,24.854817430998878,24.538004297841873,24.69571357760975,1734.995961929988
2024-05-24,24.68359605357213,24.858715872398733,24.541829432824805,24.699580712420484,1736.398824835298
2024-05-25,24.687412814164134,24.862614313798574,24.545654567807738,24.703447847231203,1737.8016877406117
2024-05-26,24.69122957475612,24.866512755198414,24.54947970279067,24.707314982041922,1739.2045506459253
2024-05-27,24.69504633534811,24.870411196598255,24.553304837773588,24.71118211685264,1740.6074135512354
2024-05-28,24.698863095940112,24.874309637998095,24.55712997275652,24.715049251663373,1742.010276456549
2024-05-29,24.7026798565321,24.878208079397936,24.560955107739453,24.718916386474092,1743.413139361859
2024-05-30,24.706496617124102,24.88210652079779,24.564780242722385,24.72278352128481,1744.8160022671727
2024-05-31,24.71031337771609,24.88600496219763,24.568605377705317,24.72665065609553,1746.2188651724864
2024-06-01,24.714130138308093,24.889903403597472,24.572430512688236,24.730517790906262,1747.6217280777964
