,Open,High,Low,Close,Volume
2024-05-03,219.06848528519595,222.6512123463238,215.0269822211959,218.57622285783702,90492697.59127045
2024-05-04,219.10783625284057,222.6877543430424,215.06709602685396,218.61255459759138,90334314.1162734
2024-05-05,219.1471872204852,222.7242963397611,215.1072098325119,218.64888633734574,90175930.64127636
2024-05-06,219.18653818812982,222.7608383364797,215.14732363816984,218.6852180771001,90017547.16627932
2024-05-07,219.22588915577444,222.7973803331983,215.18743744382778,218.72154981685435,89859163.69128227
2024-05-08,219.26524012341906,222.83392232991702,215.2275512494857,218.7578815566087,89700780.21628523
2024-05-09,219.3045910910638,222.8704643266356,215.26766505514365,218.79421329636307,89542396.74128819
2024-05-10,219.34394205870842,222.9070063233542,215.3077788608016,218.83054503611743,89384013.26629114
2024-05-11,219.38329302635304,222.94354832007292,215.34789266645953,218.86687677587167,89225629.79129457
2024-05-12,219.42264399399767,222.98009031679152,215.38800647211758,218.90320851562603,89067246.31629753
2024-05-13,219.4619949616423,223.01663231351012,215.42812027777552,218.9395402553804,88908862.84130049
2024-05-14,219.50134592928703,223.05317431022883,215.46823408343346,218.97587199513475,88750479.36630344
2024-05-15,219.54069689693165,223.08971630694742,215.5083478890914,219.012203734889,88592095.8913064
2024-05-16,219.58004786457627,223.12625830366602,215.54846169474934,219.04853547464336,88433712.41630936
2024-05-17,219.6193988322209,223.16280030038473,215.58857550040727,219.08486721439772,88275328.94131231
2024-05-18,219.65874979986552,223.19934229710333,215.6286893060652,219.12119895415208,88116945.46631527
2024-05-19,219.69810076751014,223.23588429382193,215.66880311172326,219.15753069390632,87958561.99131823
2024-05-20,219.73745173515488,223.27242629054064,215.7089169173812,219.19386243366068,87800178.51632118
2024-05-21,219.7768027027995,223.30896828725923,215.74903072303914,219.23019417341504,87641795.04132414
2024-05-22,219.81615367044412,223.34551028397783,215.78914452869708,219.2665259131694,87483411.5663271
2024-05-23,219.85550463808875,223.38205228069654,215.82925833435502,219.30285765292376,87325028.09133005
2024-05-24,219.89485560573337,223.41859427741514,215.86937214001296,219.339189392678,87166644.61633301
2024-05-25,219.9342065733781,223.45513627413385,215.9094859456709,219.37552113243237,87008261.14133596
2024-05-26,219.97355754102273,223.49167827085245,215.94959975132883,219.41185287218673,86849877.66633892
2024-05-27,220.01290850866735,223.52822026757104,215.98971355698689,219.4481846119411,86691494.19134188
2024-05-28,220.05225947631197,223.56476226428975,216.02982736264482,219.48451635169533,86533110.71634483
2024-05-29,220.0916104439566,223.60130426100835,216.06994116830276,219.5208480914497,86374727.24134779
2024-05-30,220.13096141160133,223.63784625772695,216.1100549739607,219.55717983120405,86216343.76635075
2024-05-31,220.17031237924596,223.67438825444566,216.15016877961864,219.5935115709584,86057960.2913537
2024-06-01,220.20966334689058,223.71093025116426,216.19028258527658,219.62984331071266,85899576.81635666
