,Open,High,Low,Close,Volume
2024-05-03,190.21265580397107,191.52507117332425,188.73708260310786,190.07126312360901,57237047.77660343
2024-05-04,190.28002730327466,191.591375742036,188.80384620655013,190.13717283077176,57225922.64520079
2024-05-05,190.34739880257825,191.65768031074776,188.87060980999217,190.2030825379345,57214797.51379815
2024-05-06,190.41477030188184,191.72398487945975,188.93737341343422,190.26899224509702,57203672.382395506
2024-05-07,190.48214180118543,191.7902894481715,189.00413701687648,190.33490195225977,57192547.250992864
2024-05-08,190.54951330048902,191.85659401688326,189.07090062031853,190.40081165942252,57181422.11959022
2024-05-09,190.61688479979262,191.92289858559525,189.13766422376057,190.46672136658503,57170296.98818758
2024-05-10,190.6842562990962,191.989203154307,189.20442782720284,190.53263107374778,57159171.85678494
2024-05-11,190.7516277983998,192.05550772301876,189.27119143064488,190.59854078091053,57148046.7253823
2024-05-12,190.81899929770316,192.12181229173075,189.33795503408692,190.66445048807304,57136921.59397966
2024-05-13,190.88637079700675,192.1881168604425,189.4047186375292,190.7303601952358,57125796.462577015
2024-05-14,190.95374229631034,192.25442142915426,189.47148224097123,190.79626990239854,57114671.33117437
2024-05-15,191.02111379561393,192.32072599786625,189.53824584441327,190.86217960956105,57103546.19977173
2024-05-16,191.08848529491752,192.387030566578,189.60500944785554,190.9280893167238,57092421.06836909
2024-05-17,191.1558567942211,192.45333513528976,189.67177305129758,190.99399902388654,57081295.93696648
2024-05-18,191.2232282935247,192.51963970400175,189.73853665473962,191.0599087310493,57070170.80556384
2024-05-19,191.2905997928283,192.5859442727135,189.8053002581819,191.1258184382118,57059045.674161196
2024-05-20,191.35797129213188,192.6522488414255,189.87206386162393,191.19172814537455,57047920.542758554
2024-05-21,191.42534279143547,192.71855341013725,189.93882746506597,191.2576378525373,57036795.41135591
2024-05-22,191.49271429073906,192.784857978849,190.00559106850824,191.32354755969982,57025670.27995327
2024-05-23,191.56008579004265,192.851162547561,190.07235467195028,191.38945726686256,57014545.14855063
2024-05-24,191.62745728934624,192.91746711627275,190.13911827539255,191.4553669740253,57003420.01714799
2024-05-25,191.69482878864983,192.9837716849845,190.2058818788346,191.52127668118783,56992294.88574535
2024-05-26,191.76220028795342,193.0500762536965,190.27264548227663,191.58718638835057,56981169.754342705
2024-05-27,191.829571787257,193.11638082240825,190.3394090857189,191.65309609551332,56970044.62294006
2024-05-28,191.8969432865606,193.18268539112,190.40617268916094,191.71900580267607,56958919.49153742
2024-05-29,191.9643147858642,193.248989959832,190.47293629260298,191.78491550983858,56947794.36013478
2024-05-30,192.03168628516778,193.31529452854375,190.53969989604525,191.85082521700133,56936669.22873214
2024-05-31,192.09905778447137,193.3815990972555,190.6064634994873,191.91673492416407,56925544.0973295
2024-06-01,192.16642928377496,193.4479036659675,190.67322710292933,191.9826446313266,56914418.965926856
