,Open,High,Low,Close,Volume
2024-05-03,68.99919443659041,69.66426590360356,68.68540887023892,69.17288868876017,15395760.299706936
2024-05-04,68.9314748189895,69.5948424483015,68.62066552616807,69.1057074275011,15380285.265829504
2024-05-05,68.86375520138836,69.52541899299968,68.55592218209722,69.03852616624226,15364810.231952012
2024-05-06,68.79603558378744,69.45599553769785,68.49117883802637,68.97134490498343,15349335.19807458
2024-05-07,68.72831596618653,69.38657208239601,68.42643549395552,68.90416364372459,15333860.164197147
2024-05-08,68.66059634858561,69.31714862709396,68.36169214988468,68.83698238246552,15318385.130319655
2024-05-09,68.5928767309847,69.24772517179213,68.29694880581383,68.76980112120668,15302910.096442223
2024-05-10,68.52515711338378,69.1783017164903,68.23220546174275,68.70261985994784,15287435.06256479
2024-05-11,68.45743749578287,69.10887826118847,68.1674621176719,68.635438598689,15271960.028687298
2024-05-12,68.38971787818195,69.03945480588641,68.10271877360105,68.56825733743017,15256484.994809866
2024-05-13,68.32199826058081,68.97003135058458,68.0379754295302,68.5010760761711,15241009.960932434
2024-05-14,68.2542786429799,68.90060789528275,67.97323208545936,68.43389481491226,15225534.927054942
2024-05-15,68.18655902537898,68.83118443998092,67.90848874138851,68.36671355365343,15210059.89317751
2024-05-16,68.11883940777807,68.76176098467886,67.84374539731766,68.29953229239459,15194584.859300077
2024-05-17,68.05111979017715,68.69233752937703,67.77900205324681,68.23235103113552,15179109.825422585
2024-05-18,67.98340017257624,68.6229140740752,67.71425870917597,68.16516976987668,15163634.791545153
2024-05-19,67.91568055497532,68.55349061877337,67.64951536510512,68.09798850861785,15148159.75766772
2024-05-20,67.84796093737418,68.48406716347131,67.58477202103427,68.03080724735901,15132684.723790228
2024-05-21,67.78024131977327,68.41464370816948,67.52002867696342,67.96362598609994,15117209.689912796
2024-05-22,67.71252170217235,68.34522025286765,67.45528533289257,67.8964447248411,15101734.656035364
2024-05-23,67.64480208457144,68.27579679756582,67.39054198882172,67.82926346358227,15086259.622157872
2024-05-24,67.57708246697052,68.20637334226376,67.32579864475088,67.76208220232343,15070784.58828044
2024-05-25,67.50936284936961,68.13694988696193,67.26105530068003,67.69490094106436,15055309.554403007
2024-05-26,67.4416432317687,68.0675264316601,67.19631195660918,67.62771967980552,15039834.520525515
2024-05-27,67.37392361416778,67.99810297635827,67.13156861253833,67.56053841854668,15024359.486648083
2024-05-28,67.30620399656664,67.92867952105621,67.06682526846726,67.49335715728785,15008884.45277065
2024-05-29,67.23848437896572,67.85925606575438,67.0020819243964,67.42617589602901,14993409.418893158
2024-05-30,67.17076476136481,67.78983261045255,66.93733858032556,67.35899463476994,14977934.385015726
2024-05-31,67.1030451437639,67.72040915515072,66.87259523625471,67.2918133735111,14962459.351138294
2024-06-01,67.03532552616298,67.65098569984866,66.80785189218386,67.22463211225227,14946984.317260802
