,Open,High,Low,Close,Volume
2024-05-03,2145.9502325316407,2156.5945017882023,2136.3979432006454,2146.037433671263,4592.3547452380335
2024-05-04,2146.5734058736143,2157.2257197244435,2137.01539334522,2146.661036170488,4593.58029287371
2024-05-05,2147.1965792155897,2157.856937660683,2137.632843489795,2147.284638669713,4594.805840509383
2024-05-06,2147.8197525575633,2158.488155596924,2138.25029363437,2147.908241168938,4596.03138814506
2024-05-07,2148.4429258995387,2159.1193735331653,2138.8677437789465,2148.5318436681628,4597.256935780737
2024-05-08,2149.0660992415123,2159.7505914694066,2139.4851939235214,2149.1554461673877,4598.48248341641
2024-05-09,2149.689272583486,2160.381809405646,2140.102644068096,2149.7790486666127,4599.708031052087
2024-05-10,2150.3124459254614,2161.013027341887,2140.720094212673,2150.4026511658376,4600.933578687764
2024-05-11,2150.935619267435,2161.6442452781284,2141.3375443572477,2151.0262536650625,4602.15912632344
2024-05-12,2151.5587926094104,2162.2754632143697,2141.9549945018225,2151.6498561642875,4603.384673959114
2024-05-13,2152.181965951384,2162.906681150609,2142.5724446463973,2152.2734586635124,4604.61022159479
2024-05-14,2152.8051392933594,2163.5378990868503,2143.189894790974,2152.8970611627374,4605.835769230467
2024-05-15,2153.428312635333,2164.1691170230915,2143.807344935549,2153.5206636619623,4607.061316866144
2024-05-16,2154.0514859773066,2164.8003349593328,2144.4247950801237,2154.1442661611873,4608.286864501817
2024-05-17,2154.674659319282,2165.431552895572,2145.0422452247003,2154.767868660412,4609.512412137494
2024-05-18,2155.2978326612556,2166.0627708318134,2145.659695369275,2155.391471159637,4610.737959773171
2024-05-19,2155.921006003231,2166.6939887680546,2146.27714551385,2156.015073658862,4611.963507408844
2024-05-20,2156.5441793452046,2167.325206704296,2146.894595658425,2156.638676158087,4613.1890550445205
2024-05-21,2157.16735268718,2167.9564246405353,2147.5120458030015,2157.262278657312,4614.414602680197
2024-05-22,2157.7905260291536,2168.5876425767765,2148.1294959475763,2157.885881156537,4615.640150315874
2024-05-23,2158.413699371127,2169.2188605130177,2148.746946092151,2158.509483655762,4616.865697951547
2024-05-24,2159.0368727131026,2169.850078449259,2149.3643962367278,2159.133086154987,4618.091245587224
2024-05-25,2159.6600460550762,2170.4812963854984,2149.9818463813026,2159.7566886542118,4619.316793222901
2024-05-26,2160.2832193970517,2171.1125143217396,2150.5992965258774,2160.3802911534367,4620.5423408585775
2024-05-27,2160.9063927390253,2171.743732257981,2151.2167466704523,2161.0038936526616,4621.767888494251
2024-05-28,2161.5295660810007,2172.374950194222,2151.834196815029,2161.6274961518866,4622.993436129927
2024-05-29,2162.1527394229743,2173.0061681304614,2152.4516469596037,2162.2510986511115,4624.218983765604
2024-05-30,2162.775912764948,2173.6373860667027,2153.0690971041786,2162.8747011503365,4625.444531401277
2024-05-31,2163.3990861069233,2174.268604002944,2153.6865472487552,2163.4983036495614,4626.670079036954
2024-06-01,2164.022259448897,2174.899821939185,2154.30399739333,2164.1219061487864,4627.895626672631
