Open,High,Low,Close,Volume,Adj Close
3.889573251465965,3.9064142943680578,3.870745215879822,3.8894917913115488,1735.4315209926826,4.8562946
3.889558233976634,3.906378269191796,3.8707506237051903,3.889474358797541,1736.398098648653,4.8562946
3.889543216487304,3.9063422440155344,3.8707560315305582,3.8894569262835335,1737.3646763046236,4.8562946
3.889528198997973,3.9063062188392728,3.870761439355927,3.8894394937695256,1738.331253960594,4.8562946
3.8895131815086414,3.906270193663011,3.870766847181295,3.8894220612555177,1739.2978316165645,4.8562946
3.889498164019312,3.906234168486749,3.870772255006663,3.8894046287415103,1740.264409272535,4.8562946
3.889483146529981,3.906198143310488,3.870777662832031,3.8893871962275024,1741.2309869285054,4.8562946
3.88946812904065,3.906162118134226,3.8707830706573993,3.8893697637134954,1742.1975645844796,4.8562946
3.8894531115513193,3.906126092957965,3.8707884784827673,3.889352331199487,1743.16414224045,4.8562946
3.8894380940619886,3.906090067781703,3.870793886308136,3.889334898685479,1744.1307198964205,4.8562946
3.889423076572658,3.906054042605441,3.870799294133504,3.889317466171472,1745.097297552391,4.8562946
3.889408059083327,3.906018017429179,3.870804701958872,3.889300033657464,1746.0638752083614,4.8562946
3.889393041593996,3.9059819922529178,3.87081010978424,3.889282601143457,1747.030452864332,4.8562946
3.8893780241046656,3.905945967076656,3.870815517609608,3.8892651686294486,1747.997030520306,4.8562946
3.889363006615335,3.9059099419003935,3.870820925434976,3.8892477361154407,1748.9636081762765,4.8562946
3.889347989126004,3.9058739167241328,3.8708263332603448,3.889230303601433,1749.930185832247,4.8562946
3.889332971636674,3.905837891547871,3.8708317410857127,3.8892128710874254,1750.8967634882174,4.8562946
3.889317954147343,3.9058018663716094,3.870837148911081,3.8891954385734175,1751.863341144188,4.8562946
3.889302936658012,3.905765841195348,3.870842556736449,3.88917800605941,1752.8299188001583,4.8562946
3.889287919168681,3.905729816019086,3.8708479645618175,3.889160573545402,1753.7964964561288,4.8562946
3.889272901679351,3.905693790842824,3.8708533723871854,3.889143141031395,1754.763074112103,4.8562946
3.88925788419002,3.9056577656665623,3.870858780212554,3.889125708517387,1755.7296517680734,4.8562946
3.889242866700689,3.905621740490301,3.8708641880379218,3.88910827600338,1756.6962294240438,4.8562946
3.889227849211359,3.90558571531404,3.87086959586329,3.889090843489372,1757.6628070800143,4.8562946
3.889212831722028,3.9055496901377778,3.870875003688658,3.889073410975364,1758.6293847359848,4.8562946
3.889197814232697,3.905513664961516,3.8708804115140265,3.889055978461356,1759.5959623919553,4.8562946
3.8891827967433663,3.9054776397852544,3.8708858193393945,3.889038545947349,1760.5625400479255,4.8562946
3.889167779254036,3.9054416146089928,3.870891227164763,3.889021113433341,1761.5291177038998,4.8562946
3.889152761764705,3.905405589432731,3.870896634990131,3.889003680919333,1762.4956953598703,4.8562946
3.889137744275374,3.905369564256469,3.870902042815499,3.888986248405325,1763.4622730158408,4.8562946
